date,state,fips,cases,deaths,daily_cases,daily_deaths,year_month,year,code
2020-11-15,Nebraska,31,98161,796,1327,1,2020-11,2020,NE
2020-11-16,Nebraska,31,101707,810,3546,14,2020-11,2020,NE
2020-11-17,Nebraska,31,103805,832,2098,22,2020-11,2020,NE
2020-11-18,Nebraska,31,106617,842,2812,10,2020-11,2020,NE
2020-11-19,Nebraska,31,109325,866,2708,24,2020-11,2020,NE
2020-11-20,Nebraska,31,111915,925,2590,59,2020-11,2020,NE
2020-11-21,Nebraska,31,113225,933,1310,8,2020-11,2020,NE
2020-11-22,Nebraska,31,114061,937,836,4,2020-11,2020,NE
2020-11-23,Nebraska,31,116434,962,2373,25,2020-11,2020,NE
2020-11-24,Nebraska,31,117929,985,1495,23,2020-11,2020,NE
2020-11-25,Nebraska,31,120459,1008,2530,23,2020-11,2020,NE
2020-11-26,Nebraska,31,123124,1011,2665,3,2020-11,2020,NE
2020-11-27,Nebraska,31,124664,1017,1540,6,2020-11,2020,NE
2020-11-28,Nebraska,31,125820,1021,1156,4,2020-11,2020,NE
2020-11-29,Nebraska,31,127022,1025,1202,4,2020-11,2020,NE
2020-11-30,Nebraska,31,129043,1047,2021,22,2020-11,2020,NE
2020-12-01,Nebraska,31,130796,1092,1753,45,2020-12,2020,NE
2020-12-02,Nebraska,31,133139,1139,2343,47,2020-12,2020,NE
2020-12-03,Nebraska,31,135123,1180,1984,41,2020-12,2020,NE
2020-12-04,Nebraska,31,136968,1205,1845,25,2020-12,2020,NE
2020-12-05,Nebraska,31,139103,1208,2135,3,2020-12,2020,NE
2020-12-06,Nebraska,31,140318,1219,1215,11,2020-12,2020,NE
2020-12-07,Nebraska,31,141918,1251,1600,32,2020-12,2020,NE
2020-12-08,Nebraska,31,143328,1295,1410,44,2020-12,2020,NE
2020-12-09,Nebraska,31,144755,1311,1427,16,2020-12,2020,NE
2020-12-10,Nebraska,31,146456,1358,1701,47,2020-12,2020,NE
2020-12-11,Nebraska,31,147727,1377,1271,19,2020-12,2020,NE
2020-12-12,Nebraska,31,148467,1395,740,18,2020-12,2020,NE
2020-12-13,Nebraska,31,149695,1399,1228,4,2020-12,2020,NE
2020-12-14,Nebraska,31,150322,1442,627,43,2020-12,2020,NE
2020-12-15,Nebraska,31,151901,1464,1579,22,2020-12,2020,NE
2020-12-16,Nebraska,31,153244,1472,1343,8,2020-12,2020,NE
2020-12-17,Nebraska,31,154425,1482,1181,10,2020-12,2020,NE
2020-12-18,Nebraska,31,155764,1500,1339,18,2020-12,2020,NE
2020-12-19,Nebraska,31,156433,1505,669,5,2020-12,2020,NE
2020-12-20,Nebraska,31,157171,1515,738,10,2020-12,2020,NE
2020-12-21,Nebraska,31,158119,1540,948,25,2020-12,2020,NE
2020-12-22,Nebraska,31,159267,1553,1148,13,2020-12,2020,NE
2020-12-23,Nebraska,31,160586,1597,1319,44,2020-12,2020,NE
2020-12-24,Nebraska,31,161338,1601,752,4,2020-12,2020,NE
2020-12-25,Nebraska,31,161960,1594,622,7,2020-12,2020,NE
2020-12-26,Nebraska,31,162272,1595,312,1,2020-12,2020,NE
2020-12-27,Nebraska,31,162886,1595,614,0,2020-12,2020,NE
2020-12-28,Nebraska,31,163903,1625,1017,30,2020-12,2020,NE
2020-12-29,Nebraska,31,164892,1641,989,16,2020-12,2020,NE
2020-12-30,Nebraska,31,166385,1651,1493,10,2020-12,2020,NE
2020-12-31,Nebraska,31,167795,1690,1410,39,2020-12,2020,NE
2021-01-01,Nebraska,31,168567,1707,772,17,2021-01,2021,NE
2021-01-02,Nebraska,31,169330,1708,763,1,2021-01,2021,NE
2021-01-03,Nebraska,31,170037,1708,707,0,2021-01,2021,NE
2021-01-04,Nebraska,31,170778,1727,741,19,2021-01,2021,NE
2021-01-05,Nebraska,31,172067,1747,1289,20,2021-01,2021,NE
2021-01-06,Nebraska,31,173625,1756,1558,9,2021-01,2021,NE
2021-01-07,Nebraska,31,174590,1881,965,125,2021-01,2021,NE
2021-01-08,Nebraska,31,175655,1808,1065,73,2021-01,2021,NE
2021-01-09,Nebraska,31,176645,1812,990,4,2021-01,2021,NE
2021-01-10,Nebraska,31,177001,1815,356,3,2021-01,2021,NE
2021-01-11,Nebraska,31,177655,1835,654,20,2021-01,2021,NE
2021-01-12,Nebraska,31,178690,1859,1035,24,2021-01,2021,NE
2021-01-13,Nebraska,31,180160,1870,1470,11,2021-01,2021,NE
2021-01-14,Nebraska,31,181091,1885,931,15,2021-01,2021,NE
2021-01-15,Nebraska,31,181895,1904,804,19,2021-01,2021,NE
2021-01-16,Nebraska,31,181895,1904,0,0,2021-01,2021,NE
2021-01-17,Nebraska,31,182914,1905,1019,1,2021-01,2021,NE
2021-01-18,Nebraska,31,183228,1908,314,3,2021-01,2021,NE
2021-01-19,Nebraska,31,183687,1914,459,6,2021-01,2021,NE
2021-01-20,Nebraska,31,185656,1936,1969,22,2021-01,2021,NE
2021-01-21,Nebraska,31,186472,1949,816,13,2021-01,2021,NE
2021-01-22,Nebraska,31,187496,1960,1024,11,2021-01,2021,NE
2021-01-23,Nebraska,31,187974,1966,478,6,2021-01,2021,NE
2021-01-24,Nebraska,31,188241,1966,267,0,2021-01,2021,NE
2021-01-25,Nebraska,31,188850,1984,609,18,2021-01,2021,NE
2021-01-26,Nebraska,31,189151,1997,301,13,2021-01,2021,NE
2021-01-27,Nebraska,31,189847,2010,696,13,2021-01,2021,NE
2021-01-28,Nebraska,31,190585,2013,738,3,2021-01,2021,NE
2021-01-29,Nebraska,31,190709,2020,124,7,2021-01,2021,NE
2021-01-30,Nebraska,31,191569,2025,860,5,2021-01,2021,NE
2021-01-31,Nebraska,31,191763,2025,194,0,2021-01,2021,NE
2021-02-01,Nebraska,31,192112,2031,349,6,2021-02,2021,NE
2021-02-02,Nebraska,31,192553,2036,441,5,2021-02,2021,NE
2021-02-03,Nebraska,31,193128,2042,575,6,2021-02,2021,NE
2021-02-04,Nebraska,31,193612,2067,484,25,2021-02,2021,NE
2021-02-05,Nebraska,31,194089,2076,477,9,2021-02,2021,NE
2021-02-06,Nebraska,31,194422,2081,333,5,2021-02,2021,NE
2021-02-07,Nebraska,31,194707,2081,285,0,2021-02,2021,NE
2021-02-08,Nebraska,31,194957,2092,250,11,2021-02,2021,NE
2021-02-09,Nebraska,31,195327,2100,370,8,2021-02,2021,NE
2021-02-10,Nebraska,31,195828,2109,501,9,2021-02,2021,NE
2021-02-11,Nebraska,31,196172,2117,344,8,2021-02,2021,NE
2021-02-12,Nebraska,31,196616,2124,444,7,2021-02,2021,NE
2021-02-13,Nebraska,31,197449,2123,833,1,2021-02,2021,NE
2021-02-14,Nebraska,31,197658,2123,209,0,2021-02,2021,NE
2021-02-15,Nebraska,31,197761,2124,103,1,2021-02,2021,NE
2021-02-16,Nebraska,31,197904,2128,143,4,2021-02,2021,NE
2021-02-17,Nebraska,31,198215,2146,311,18,2021-02,2021,NE
2021-02-18,Nebraska,31,198481,2151,266,5,2021-02,2021,NE
2021-02-19,Nebraska,31,198949,2167,468,16,2021-02,2021,NE
2021-02-20,Nebraska,31,199162,2169,213,2,2021-02,2021,NE
2021-02-21,Nebraska,31,199362,2169,200,0,2021-02,2021,NE
2021-02-22,Nebraska,31,199619,2171,257,2,2021-02,2021,NE
2021-02-23,Nebraska,31,199837,2172,218,1,2021-02,2021,NE
2021-02-24,Nebraska,31,200260,2179,423,7,2021-02,2021,NE
2021-02-25,Nebraska,31,200663,2183,403,4,2021-02,2021,NE
2021-02-26,Nebraska,31,200866,2195,203,12,2021-02,2021,NE
2021-02-27,Nebraska,31,201105,2199,239,4,2021-02,2021,NE
2021-02-28,Nebraska,31,201298,2199,193,0,2021-02,2021,NE
2021-03-01,Nebraska,31,201556,2205,258,6,2021-03,2021,NE
2021-03-02,Nebraska,31,201894,2210,338,5,2021-03,2021,NE
2021-03-03,Nebraska,31,202182,2213,288,3,2021-03,2021,NE
2021-03-04,Nebraska,31,202521,2213,339,0,2021-03,2021,NE
2021-03-05,Nebraska,31,202871,2222,350,9,2021-03,2021,NE
2021-03-06,Nebraska,31,203084,2223,213,1,2021-03,2021,NE
2021-03-07,Nebraska,31,203304,2223,220,0,2021-03,2021,NE
2021-03-08,Nebraska,31,203546,2224,242,1,2021-03,2021,NE
2021-03-09,Nebraska,31,203806,2221,260,3,2021-03,2021,NE
2021-03-10,Nebraska,31,204144,2231,338,10,2021-03,2021,NE
2021-03-11,Nebraska,31,204417,2234,273,3,2021-03,2021,NE
2021-03-12,Nebraska,31,204722,2236,305,2,2021-03,2021,NE
2021-03-13,Nebraska,31,204886,2236,164,0,2021-03,2021,NE
2021-03-14,Nebraska,31,205049,2236,163,0,2021-03,2021,NE
2021-03-15,Nebraska,31,205440,2236,391,0,2021-03,2021,NE
2021-03-16,Nebraska,31,205646,2238,206,2,2021-03,2021,NE
2021-03-17,Nebraska,31,205896,2238,250,0,2021-03,2021,NE
2021-03-18,Nebraska,31,206196,2241,300,3,2021-03,2021,NE
2021-03-19,Nebraska,31,206470,2243,274,2,2021-03,2021,NE
2021-03-20,Nebraska,31,206685,2243,215,0,2021-03,2021,NE
2021-03-21,Nebraska,31,206792,2243,107,0,2021-03,2021,NE
2021-03-22,Nebraska,31,207124,2244,332,1,2021-03,2021,NE
2021-03-23,Nebraska,31,207401,2244,277,0,2021-03,2021,NE
2021-03-24,Nebraska,31,207634,2273,233,29,2021-03,2021,NE
2021-03-25,Nebraska,31,207938,2280,304,7,2021-03,2021,NE
2021-03-26,Nebraska,31,208213,2280,275,0,2021-03,2021,NE
2021-03-27,Nebraska,31,208707,2281,494,1,2021-03,2021,NE
2021-03-28,Nebraska,31,208867,2281,160,0,2021-03,2021,NE
2021-03-29,Nebraska,31,208853,2280,14,1,2021-03,2021,NE
2021-03-30,Nebraska,31,209163,2281,310,1,2021-03,2021,NE
2021-03-31,Nebraska,31,209602,2282,439,1,2021-03,2021,NE
2021-04-01,Nebraska,31,210155,2282,553,0,2021-04,2021,NE
2021-04-02,Nebraska,31,211136,2282,981,0,2021-04,2021,NE
2021-04-03,Nebraska,31,211570,2285,434,3,2021-04,2021,NE
2021-04-04,Nebraska,31,211812,2285,242,0,2021-04,2021,NE
2021-04-05,Nebraska,31,211958,2287,146,2,2021-04,2021,NE
2021-04-06,Nebraska,31,212257,2288,299,1,2021-04,2021,NE
2021-04-07,Nebraska,31,212785,2289,528,1,2021-04,2021,NE
2021-04-08,Nebraska,31,213188,2315,403,26,2021-04,2021,NE
2021-04-09,Nebraska,31,213574,2326,386,11,2021-04,2021,NE
2021-04-10,Nebraska,31,214010,2327,436,1,2021-04,2021,NE
2021-04-11,Nebraska,31,214207,2328,197,1,2021-04,2021,NE
2021-04-12,Nebraska,31,214351,2332,144,4,2021-04,2021,NE
2021-04-13,Nebraska,31,214682,2335,331,3,2021-04,2021,NE
2021-04-14,Nebraska,31,215074,2327,392,8,2021-04,2021,NE
2021-04-15,Nebraska,31,215383,2327,309,0,2021-04,2021,NE
2021-04-16,Nebraska,31,215792,2330,409,3,2021-04,2021,NE
2021-04-17,Nebraska,31,216297,2334,505,4,2021-04,2021,NE
2021-04-18,Nebraska,31,216473,2334,176,0,2021-04,2021,NE
2021-04-19,Nebraska,31,216613,2343,140,9,2021-04,2021,NE
2021-04-20,Nebraska,31,217108,2347,495,4,2021-04,2021,NE
2021-04-21,Nebraska,31,217596,2349,488,2,2021-04,2021,NE
2021-04-22,Nebraska,31,217905,2349,309,0,2021-04,2021,NE
2021-04-23,Nebraska,31,218197,2355,292,6,2021-04,2021,NE
2021-04-24,Nebraska,31,218580,2356,383,1,2021-04,2021,NE
2021-04-25,Nebraska,31,218732,2356,152,0,2021-04,2021,NE
2021-04-26,Nebraska,31,218832,2361,100,5,2021-04,2021,NE
2021-04-27,Nebraska,31,219090,2362,258,1,2021-04,2021,NE
2021-04-28,Nebraska,31,219341,2362,251,0,2021-04,2021,NE
2021-04-29,Nebraska,31,219559,2365,218,3,2021-04,2021,NE
2021-04-30,Nebraska,31,219826,2366,267,1,2021-04,2021,NE
2021-05-01,Nebraska,31,220032,2366,206,0,2021-05,2021,NE
2021-05-02,Nebraska,31,220127,2366,95,0,2021-05,2021,NE
2021-05-03,Nebraska,31,220225,2371,98,5,2021-05,2021,NE
2021-05-04,Nebraska,31,220481,2372,256,1,2021-05,2021,NE
2021-05-05,Nebraska,31,220720,2372,239,0,2021-05,2021,NE
2021-05-06,Nebraska,31,220933,2379,213,7,2021-05,2021,NE
2021-05-07,Nebraska,31,221153,2380,220,1,2021-05,2021,NE
2021-05-08,Nebraska,31,221347,2378,194,2,2021-05,2021,NE
2021-05-09,Nebraska,31,221434,2377,87,1,2021-05,2021,NE
2021-05-10,Nebraska,31,221500,2374,66,3,2021-05,2021,NE
2021-05-11,Nebraska,31,221911,2373,411,1,2021-05,2021,NE
2021-05-12,Nebraska,31,222088,2385,177,12,2021-05,2021,NE
2021-05-13,Nebraska,31,222247,2387,159,2,2021-05,2021,NE
2021-05-14,Nebraska,31,222335,2378,88,9,2021-05,2021,NE
2021-05-15,Nebraska,31,222335,2378,0,0,2021-05,2021,NE
2021-05-16,Nebraska,31,222335,2378,0,0,2021-05,2021,NE
2021-05-17,Nebraska,31,222512,2364,177,14,2021-05,2021,NE
2021-05-18,Nebraska,31,222612,2364,100,0,2021-05,2021,NE
2021-05-19,Nebraska,31,222676,2367,64,3,2021-05,2021,NE
2021-05-20,Nebraska,31,222780,2368,104,1,2021-05,2021,NE
2021-05-21,Nebraska,31,222884,2377,104,9,2021-05,2021,NE
2021-05-22,Nebraska,31,222884,2377,0,0,2021-05,2021,NE
2021-05-23,Nebraska,31,222884,2377,0,0,2021-05,2021,NE
2021-05-24,Nebraska,31,223054,2378,170,1,2021-05,2021,NE
2021-05-25,Nebraska,31,223112,2377,58,1,2021-05,2021,NE
2021-05-26,Nebraska,31,223206,2377,94,0,2021-05,2021,NE
2021-05-27,Nebraska,31,223264,2378,58,1,2021-05,2021,NE
2021-05-28,Nebraska,31,223638,2494,374,116,2021-05,2021,NE
2021-05-29,Nebraska,31,223667,2495,29,1,2021-05,2021,NE
2021-05-30,Nebraska,31,223666,2495,1,0,2021-05,2021,NE
2021-05-31,Nebraska,31,223676,2495,10,0,2021-05,2021,NE
2021-06-01,Nebraska,31,223796,2497,120,2,2021-06,2021,NE
2021-06-02,Nebraska,31,223824,2500,28,3,2021-06,2021,NE
2021-06-03,Nebraska,31,223871,2504,47,4,2021-06,2021,NE
2021-06-04,Nebraska,31,223906,2512,35,8,2021-06,2021,NE
2021-06-05,Nebraska,31,223906,2512,0,0,2021-06,2021,NE
2021-06-06,Nebraska,31,223912,2512,6,0,2021-06,2021,NE
2021-06-07,Nebraska,31,224000,2513,88,1,2021-06,2021,NE
2021-06-08,Nebraska,31,224043,2515,43,2,2021-06,2021,NE
2021-06-09,Nebraska,31,224068,2516,25,1,2021-06,2021,NE
2021-06-10,Nebraska,31,224092,2516,24,0,2021-06,2021,NE
2021-06-11,Nebraska,31,224144,2517,52,1,2021-06,2021,NE
2021-06-12,Nebraska,31,224144,2517,0,0,2021-06,2021,NE
2021-06-13,Nebraska,31,224144,2517,0,0,2021-06,2021,NE
2021-06-14,Nebraska,31,224216,2517,72,0,2021-06,2021,NE
2021-06-15,Nebraska,31,224237,2517,21,0,2021-06,2021,NE
2021-06-16,Nebraska,31,224267,2517,30,0,2021-06,2021,NE
2021-06-17,Nebraska,31,224313,2517,46,0,2021-06,2021,NE
2021-06-18,Nebraska,31,224336,2518,23,1,2021-06,2021,NE
2021-06-19,Nebraska,31,224343,2519,7,1,2021-06,2021,NE
2021-06-20,Nebraska,31,224343,2519,0,0,2021-06,2021,NE
2021-06-21,Nebraska,31,224427,2519,84,0,2021-06,2021,NE
2021-06-22,Nebraska,31,224443,2519,16,0,2021-06,2021,NE
2021-06-23,Nebraska,31,224492,2519,49,0,2021-06,2021,NE
2021-06-24,Nebraska,31,224525,2519,33,0,2021-06,2021,NE
2021-06-25,Nebraska,31,224552,2519,27,0,2021-06,2021,NE
2021-06-26,Nebraska,31,224570,2519,18,0,2021-06,2021,NE
2021-06-27,Nebraska,31,224570,2519,0,0,2021-06,2021,NE
2021-06-28,Nebraska,31,224650,2519,80,0,2021-06,2021,NE
2021-06-29,Nebraska,31,224725,2520,75,1,2021-06,2021,NE
2021-06-30,Nebraska,31,224753,2520,28,0,2021-06,2021,NE
2021-07-01,Nebraska,31,224802,2520,49,0,2021-07,2021,NE
2021-07-02,Nebraska,31,224848,2520,46,0,2021-07,2021,NE
2021-07-03,Nebraska,31,224848,2520,0,0,2021-07,2021,NE
2021-07-04,Nebraska,31,224854,2520,6,0,2021-07,2021,NE
2021-07-05,Nebraska,31,224854,2520,0,0,2021-07,2021,NE
2021-07-06,Nebraska,31,224973,2521,119,1,2021-07,2021,NE
2021-07-07,Nebraska,31,225043,2521,70,0,2021-07,2021,NE
2021-07-08,Nebraska,31,225108,2523,65,2,2021-07,2021,NE
2021-07-09,Nebraska,31,225181,2524,73,1,2021-07,2021,NE
2021-07-10,Nebraska,31,225191,2524,10,0,2021-07,2021,NE
2021-07-11,Nebraska,31,225200,2524,9,0,2021-07,2021,NE
2021-07-12,Nebraska,31,225371,2524,171,0,2021-07,2021,NE
2021-07-13,Nebraska,31,225473,2527,102,3,2021-07,2021,NE
2021-07-14,Nebraska,31,225600,2535,127,8,2021-07,2021,NE
2021-07-15,Nebraska,31,225711,2535,111,0,2021-07,2021,NE
2021-07-16,Nebraska,31,225861,2536,150,1,2021-07,2021,NE
2021-07-17,Nebraska,31,225861,2535,0,1,2021-07,2021,NE
2021-07-18,Nebraska,31,225861,2535,0,0,2021-07,2021,NE
2021-07-19,Nebraska,31,226167,2541,306,6,2021-07,2021,NE
2021-07-20,Nebraska,31,226307,2542,140,1,2021-07,2021,NE
2021-07-21,Nebraska,31,226442,2546,135,4,2021-07,2021,NE
2021-07-22,Nebraska,31,226606,2546,164,0,2021-07,2021,NE
2021-07-23,Nebraska,31,226839,2546,233,0,2021-07,2021,NE
2021-07-24,Nebraska,31,226839,2546,0,0,2021-07,2021,NE
2021-07-25,Nebraska,31,226839,2546,0,0,2021-07,2021,NE
2021-07-26,Nebraska,31,227228,2546,389,0,2021-07,2021,NE
2021-07-27,Nebraska,31,227561,2547,333,1,2021-07,2021,NE
2021-07-28,Nebraska,31,227848,2547,287,0,2021-07,2021,NE
2021-07-29,Nebraska,31,228086,2549,238,2,2021-07,2021,NE
2021-07-30,Nebraska,31,228450,2550,364,1,2021-07,2021,NE
2021-07-31,Nebraska,31,228450,2550,0,0,2021-07,2021,NE
2021-08-01,Nebraska,31,228450,2550,0,0,2021-08,2021,NE
2021-08-02,Nebraska,31,228995,2550,545,0,2021-08,2021,NE
2021-08-03,Nebraska,31,229443,2552,448,2,2021-08,2021,NE
2021-08-04,Nebraska,31,229824,2550,381,2,2021-08,2021,NE
2021-08-05,Nebraska,31,230236,2551,412,1,2021-08,2021,NE
2021-08-06,Nebraska,31,230630,2553,394,2,2021-08,2021,NE
2021-08-07,Nebraska,31,230630,2553,0,0,2021-08,2021,NE
2021-08-08,Nebraska,31,230630,2553,0,0,2021-08,2021,NE
2021-08-09,Nebraska,31,231372,2557,742,4,2021-08,2021,NE
2021-08-10,Nebraska,31,231916,2557,544,0,2021-08,2021,NE
2021-08-11,Nebraska,31,232399,2558,483,1,2021-08,2021,NE
2021-08-12,Nebraska,31,232903,2561,504,3,2021-08,2021,NE
2021-08-13,Nebraska,31,233403,2564,500,3,2021-08,2021,NE
2021-08-14,Nebraska,31,233403,2564,0,0,2021-08,2021,NE
2021-08-15,Nebraska,31,233403,2564,0,0,2021-08,2021,NE
2021-08-16,Nebraska,31,234420,2564,1017,0,2021-08,2021,NE
2021-08-17,Nebraska,31,235075,2566,655,2,2021-08,2021,NE
2021-08-18,Nebraska,31,235686,2565,611,1,2021-08,2021,NE
2021-08-19,Nebraska,31,236346,2568,660,3,2021-08,2021,NE
2021-08-20,Nebraska,31,236755,2569,409,1,2021-08,2021,NE
2021-08-21,Nebraska,31,236755,2569,0,0,2021-08,2021,NE
2021-08-22,Nebraska,31,236755,2569,0,0,2021-08,2021,NE
2021-08-23,Nebraska,31,238305,2571,1550,2,2021-08,2021,NE
2021-08-24,Nebraska,31,239102,2575,797,4,2021-08,2021,NE
2021-08-25,Nebraska,31,240028,2579,926,4,2021-08,2021,NE
2021-08-26,Nebraska,31,240804,2581,776,2,2021-08,2021,NE
2021-08-27,Nebraska,31,241671,2584,867,3,2021-08,2021,NE
2021-08-28,Nebraska,31,241671,2584,0,0,2021-08,2021,NE
2021-08-29,Nebraska,31,241671,2584,0,0,2021-08,2021,NE
2021-08-30,Nebraska,31,243118,2587,1447,3,2021-08,2021,NE
2021-08-31,Nebraska,31,244254,2590,1136,3,2021-08,2021,NE
2021-09-01,Nebraska,31,245111,2594,857,4,2021-09,2021,NE
2021-09-02,Nebraska,31,246218,2599,1107,5,2021-09,2021,NE
2021-09-03,Nebraska,31,247320,2599,1102,0,2021-09,2021,NE
2021-09-04,Nebraska,31,247320,2599,0,0,2021-09,2021,NE
2021-09-05,Nebraska,31,247320,2599,0,0,2021-09,2021,NE
2021-09-06,Nebraska,31,248980,2599,1660,0,2021-09,2021,NE
2021-09-07,Nebraska,31,249108,2602,128,3,2021-09,2021,NE
2021-09-08,Nebraska,31,250264,2602,1156,0,2021-09,2021,NE
2021-09-09,Nebraska,31,251219,2605,955,3,2021-09,2021,NE
2021-09-10,Nebraska,31,252159,2608,940,3,2021-09,2021,NE
2021-09-11,Nebraska,31,252159,2608,0,0,2021-09,2021,NE
2021-09-12,Nebraska,31,252159,2608,0,0,2021-09,2021,NE
2021-09-13,Nebraska,31,253788,2608,1629,0,2021-09,2021,NE
2021-09-14,Nebraska,31,254850,2613,1062,5,2021-09,2021,NE
2021-09-15,Nebraska,31,255907,2621,1057,8,2021-09,2021,NE
2021-09-16,Nebraska,31,256906,2624,999,3,2021-09,2021,NE
2021-09-17,Nebraska,31,257787,2626,881,2,2021-09,2021,NE
2021-09-18,Nebraska,31,257787,2626,0,0,2021-09,2021,NE
2021-09-19,Nebraska,31,257787,2626,0,0,2021-09,2021,NE
2021-09-20,Nebraska,31,259205,2629,1418,3,2021-09,2021,NE
2021-09-21,Nebraska,31,260199,2634,994,5,2021-09,2021,NE
2021-09-22,Nebraska,31,261080,2643,881,9,2021-09,2021,NE
2021-09-23,Nebraska,31,261763,2648,683,5,2021-09,2021,NE
2021-09-24,Nebraska,31,262475,2649,712,1,2021-09,2021,NE
2021-09-25,Nebraska,31,262475,2649,0,0,2021-09,2021,NE
2021-09-26,Nebraska,31,262475,2649,0,0,2021-09,2021,NE
2021-09-27,Nebraska,31,263783,2653,1308,4,2021-09,2021,NE
2021-09-28,Nebraska,31,264840,2676,1057,23,2021-09,2021,NE
2021-09-29,Nebraska,31,265516,2678,676,2,2021-09,2021,NE
2021-09-30,Nebraska,31,266449,2684,933,6,2021-09,2021,NE
2021-10-01,Nebraska,31,267079,2686,630,2,2021-10,2021,NE
2021-10-02,Nebraska,31,267079,2686,0,0,2021-10,2021,NE
2021-10-03,Nebraska,31,267079,2686,0,0,2021-10,2021,NE
2021-10-04,Nebraska,31,268381,2687,1302,1,2021-10,2021,NE
2021-10-05,Nebraska,31,269138,2691,757,4,2021-10,2021,NE
2021-10-06,Nebraska,31,269942,2692,804,1,2021-10,2021,NE
2021-10-07,Nebraska,31,270724,2698,782,6,2021-10,2021,NE
2021-10-08,Nebraska,31,271550,2700,826,2,2021-10,2021,NE
2021-10-09,Nebraska,31,271550,2700,0,0,2021-10,2021,NE
2021-10-10,Nebraska,31,271550,2700,0,0,2021-10,2021,NE
2021-10-11,Nebraska,31,272871,2701,1321,1,2021-10,2021,NE
2021-10-12,Nebraska,31,273416,2709,545,8,2021-10,2021,NE
2021-10-13,Nebraska,31,274254,2718,838,9,2021-10,2021,NE
2021-10-14,Nebraska,31,274993,2722,739,4,2021-10,2021,NE
2021-10-15,Nebraska,31,275694,2724,701,2,2021-10,2021,NE
2021-10-16,Nebraska,31,275694,2724,0,0,2021-10,2021,NE
2021-10-17,Nebraska,31,275694,2724,0,0,2021-10,2021,NE
2021-10-18,Nebraska,31,276817,2742,1123,18,2021-10,2021,NE
2021-10-19,Nebraska,31,277436,2745,619,3,2021-10,2021,NE
2021-10-20,Nebraska,31,278174,2748,738,3,2021-10,2021,NE
2021-10-21,Nebraska,31,278976,2749,802,1,2021-10,2021,NE
2021-10-22,Nebraska,31,279799,2754,823,5,2021-10,2021,NE
2021-10-23,Nebraska,31,279799,2754,0,0,2021-10,2021,NE
2021-10-24,Nebraska,31,279799,2754,0,0,2021-10,2021,NE
2021-10-25,Nebraska,31,280836,2755,1037,1,2021-10,2021,NE
2021-10-26,Nebraska,31,281689,2755,853,0,2021-10,2021,NE
2021-10-27,Nebraska,31,282287,2759,598,4,2021-10,2021,NE
2021-10-28,Nebraska,31,283153,2762,866,3,2021-10,2021,NE
2021-10-29,Nebraska,31,283813,2767,660,5,2021-10,2021,NE
2021-10-30,Nebraska,31,283813,2767,0,0,2021-10,2021,NE
2021-10-31,Nebraska,31,283813,2767,0,0,2021-10,2021,NE
2021-11-01,Nebraska,31,285284,2769,1471,2,2021-11,2021,NE
2021-11-02,Nebraska,31,286373,2771,1089,2,2021-11,2021,NE
2021-11-03,Nebraska,31,287345,2774,972,3,2021-11,2021,NE
2021-11-04,Nebraska,31,288257,2778,912,4,2021-11,2021,NE
2021-11-05,Nebraska,31,289282,2784,1025,6,2021-11,2021,NE
2021-11-06,Nebraska,31,289282,2784,0,0,2021-11,2021,NE
2021-11-07,Nebraska,31,289282,2784,0,0,2021-11,2021,NE
2021-11-08,Nebraska,31,290794,2785,1512,1,2021-11,2021,NE
2021-11-09,Nebraska,31,292032,2786,1238,1,2021-11,2021,NE
2021-11-10,Nebraska,31,292990,2789,958,3,2021-11,2021,NE
2021-11-11,Nebraska,31,294247,2789,1257,0,2021-11,2021,NE
2021-11-12,Nebraska,31,295244,2794,997,5,2021-11,2021,NE
2020-02-25,Utah,49,1,0,1,0,2020-02,2020,UT
2020-02-26,Utah,49,1,0,0,0,2020-02,2020,UT
2020-02-27,Utah,49,1,0,0,0,2020-02,2020,UT
2020-02-28,Utah,49,1,0,0,0,2020-02,2020,UT
2020-02-29,Utah,49,1,0,0,0,2020-02,2020,UT
2020-03-01,Utah,49,1,0,0,0,2020-03,2020,UT
2020-03-02,Utah,49,1,0,0,0,2020-03,2020,UT
2020-03-03,Utah,49,1,0,0,0,2020-03,2020,UT
2020-03-04,Utah,49,1,0,0,0,2020-03,2020,UT
2020-03-05,Utah,49,1,0,0,0,2020-03,2020,UT
2020-03-06,Utah,49,3,0,2,0,2020-03,2020,UT
2020-03-07,Utah,49,3,0,0,0,2020-03,2020,UT
2020-03-08,Utah,49,3,0,0,0,2020-03,2020,UT
2020-03-09,Utah,49,3,0,0,0,2020-03,2020,UT
2020-03-10,Utah,49,4,0,1,0,2020-03,2020,UT
2020-03-11,Utah,49,5,0,1,0,2020-03,2020,UT
2020-03-12,Utah,49,7,0,2,0,2020-03,2020,UT
2020-03-13,Utah,49,7,0,0,0,2020-03,2020,UT
2020-03-14,Utah,49,21,0,14,0,2020-03,2020,UT
2020-03-15,Utah,49,29,0,8,0,2020-03,2020,UT
2020-03-16,Utah,49,40,0,11,0,2020-03,2020,UT
2020-03-17,Utah,49,51,0,11,0,2020-03,2020,UT
2020-03-18,Utah,49,65,0,14,0,2020-03,2020,UT
2020-03-19,Utah,49,80,0,15,0,2020-03,2020,UT
2020-03-20,Utah,49,112,0,32,0,2020-03,2020,UT
2020-03-21,Utah,49,138,0,26,0,2020-03,2020,UT
